"country","local_id","global_id","type","day","month","year","participant_age","participant_gender","participant_occupation","participant_occ_detail","participant_education","participant_edu_length","participant_school_year","participant_nationality","hh_size","hh_age_1","hh_age_2","hh_age_3","hh_age_4","hh_age_5","hh_age_6","hh_age_7","hh_age_8","hh_age_9","hh_age_10","hh_age_11","hh_age_12","hh_age_13","hh_age_14","hh_age_15","hh_age_16","hh_age_17","hh_age_18","hh_age_19","hh_age_20","class_size","work_contacts","work_contacts_nr","child_care","child_care_detail","child_relationship","child_nationality","problems","diary_how","diary_missed_unsp","diary_missed_skin","diary_missed_noskin","diary_weight","dayofweek","weekday","holiday","cnt_count"
"BE",5895916,23583664,1,26,10,2010,25,"F",1,NA,5,NA,NA,"OT",5,20,25,28,48,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",30,NA,NA,NA,"OT",NA,NA,2,NA,NA,NA,2,"Y","N",45
"BE",5897132,23588528,1,5,11,2010,39,"F",4,NA,1,NA,NA,"BE",2,39,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,5,"Y","Y",12
"BE",5901440,23605760,1,6,11,2010,35,"F",1,NA,5,NA,NA,"BE",3,64,51,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,6,"N","Y",23
"BE",5903671,23614684,1,9,11,2010,48,"M",1,NA,3,NA,NA,"BE",4,18,21,46,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","N",11
"BE",5915679,23662716,1,7,11,2010,54,"F",6,NA,4,NA,NA,"BE",1,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",6,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","Y",6
"BE",5929359,23717436,1,27,10,2010,21,"M",5,NA,3,NA,NA,"BE",5,4,19,19,21,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,3,NA,NA,NA,3,"Y","N",32
"BE",5932735,23730940,3,2,11,2010,7,"F",5,NA,6,NA,NA,"BE",3,7,37,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,"Y",4,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","Y",5
"BE",5935155,23740620,1,3,11,2010,48,"F",1,NA,5,NA,NA,"BE",4,19,21,48,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","Y",20
"BE",5955402,23821608,1,25,10,2010,58,"F",3,NA,4,NA,NA,"BE",2,66,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,3,NA,NA,NA,1,"Y","N",24
"BE",5963352,23853408,1,8,11,2010,27,"M",1,NA,6,NA,NA,"BE",2,27,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,1,"Y","N",12
"BE",5971683,23886732,1,15,12,2010,47,"F",1,NA,5,NA,NA,"BE",3,13,47,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",4
"BE",5974557,23898228,1,8,11,2010,45,"F",1,NA,5,NA,NA,"BE",4,17,18,45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",13
"BE",6048491,24193964,1,25,10,2010,43,"M",1,NA,6,NA,NA,"BE",1,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",40,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",44
"BE",6069630,24278520,3,8,11,2010,6,"M",5,NA,3,NA,NA,"BE",5,6,9,13,35,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,"Y",4,NA,"BE","N",NA,2,NA,NA,NA,1,"Y","N",12
"BE",6077570,24310280,1,20,10,2010,34,"F",1,NA,4,NA,NA,"BE",4,6,8,36,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",100,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,3,"Y","N",106
"BE",6079019,24316076,1,25,10,2010,50,"M",1,NA,3,NA,NA,"BE",4,50,50,24,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",8,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",17
"BE",6092089,24368356,1,18,12,2010,28,"M",1,NA,6,NA,NA,"BE",1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,2,NA,NA,NA,6,"N","N",8
"BE",6115053,24460212,1,17,11,2010,35,"M",1,NA,6,NA,NA,"BE",3,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",15,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,3,"Y","N",15
"BE",6158928,24635712,3,21,10,2010,2,"M",6,NA,5,NA,NA,"EU",3,2,41,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",2,NA,"EU",NA,NA,1,NA,NA,NA,4,"Y","N",13
"BE",6159040,24636160,3,28,10,2010,7,"F",5,NA,5,NA,NA,"BE",4,7,9,43,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,"Y",4,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",41
"BE",6163839,24655356,1,3,11,2010,34,"F",1,NA,6,NA,NA,"BE",4,3,4,34,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,3,"Y","Y",6
"BE",6192757,24771028,1,24,10,2010,43,"M",1,NA,6,NA,NA,"BE",3,47,43,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","N",4
"BE",6193419,24773676,1,21,10,2010,41,"F",1,NA,4,NA,NA,"BE",3,17,41,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",6
"BE",6199813,24799252,1,7,11,2010,29,"F",1,NA,3,NA,NA,"BE",2,29,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","Y",5
"BE",6234373,24937492,1,10,12,2010,23,"F",1,NA,3,NA,NA,"BE",3,23,55,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",20,NA,NA,NA,"BE",NA,NA,3,NA,NA,NA,5,"Y","N",20
"BE",6279604,25118416,1,3,11,2010,25,"M",1,NA,3,NA,NA,"BE",1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,3,"Y","Y",12
"BE",6279626,25118504,1,9,11,2010,44,"F",1,NA,5,NA,NA,"BE",4,15,17,44,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",1,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","N",4
"BE",6283488,25133952,1,16,12,2010,19,"M",5,NA,4,NA,NA,"BE",4,17,19,56,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,5,"Y","N",15
"BE",6284017,25136068,1,24,10,2010,59,"F",3,NA,3,NA,NA,"BE",2,59,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,NA,NA,NA,NA,0,"N","N",7
"BE",6284990,25139960,1,25,10,2010,72,"M",2,NA,1,NA,NA,"BE",2,70,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",1
"BE",6285265,25141060,1,25,10,2010,60,"M",1,NA,5,NA,NA,"BE",2,59,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",10
"BE",6285840,25143360,3,26,10,2010,7,"M",5,NA,4,NA,NA,"BE",9,21,19,16,12,10,7,6,3,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,"Y",4,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","N",13
"BE",6292826,25171304,1,4,11,2010,29,"F",1,NA,6,NA,NA,"BE",1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",6,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,4,"Y","Y",12
"BE",6299603,25198412,1,15,11,2010,44,"F",1,NA,5,NA,NA,"BE",2,44,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",50,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",63
"BE",6304415,25217660,3,16,11,2010,2,"F",5,NA,6,NA,NA,"BE",3,2,33,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,"Y",3,NA,"BE",NA,NA,2,NA,NA,NA,2,"Y","N",14
"BE",6306251,25225004,1,4,12,2010,41,"F",1,NA,5,NA,NA,"BE",2,40,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,6,"N","N",6
"BE",6335540,25342160,2,6,11,2010,17,"F",5,NA,3,NA,NA,"BE",6,17,22,24,26,53,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,3,NA,NA,NA,6,"N","Y",18
"BE",6338578,25354312,1,24,10,2010,53,"F",6,NA,2,NA,NA,"BE",2,53,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",3,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","N",3
"BE",6358395,25433580,1,8,11,2010,23,"F",1,NA,5,NA,NA,"BE",2,27,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",10,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,1,"Y","N",28
"BE",6366653,25466612,3,5,11,2010,9,"M",5,NA,6,NA,NA,"BE",4,42,39,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,"Y",4,NA,"BE",NA,NA,1,NA,NA,NA,5,"Y","Y",8
"BE",6438468,25753872,1,29,10,2010,24,"F",1,NA,6,NA,NA,"BE",6,17,19,22,24,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",87,NA,NA,NA,"BE","N",NA,2,NA,NA,NA,5,"Y","N",131
"BE",6438620,25754480,1,27,10,2010,40,"F",1,NA,5,NA,NA,"BE",5,8,14,14,40,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",40,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",60
"BE",6439809,25759236,1,29,10,2010,75,"M",2,NA,1,NA,NA,"BE",2,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,5,"Y","N",10
"BE",6465951,25863804,3,15,11,2010,10,"M",5,NA,6,NA,NA,"BE",5,7,10,12,41,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,"Y",4,NA,"BE",NA,NA,3,NA,NA,NA,1,"Y","N",9
"BE",6489487,25957948,3,30,11,2010,12,"F",5,NA,5,NA,NA,"BE",5,12,14,16,44,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,"Y",4,NA,"BE",NA,NA,3,NA,NA,NA,2,"Y","N",27
"BE",6492336,25969344,1,24,10,2010,64,"F",3,NA,3,NA,NA,"EU",2,64,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EU",NA,NA,1,NA,NA,NA,0,"N","N",6
"BE",6592267,26369068,1,24,10,2010,29,"M",1,NA,6,NA,NA,"BE",2,28,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,2,NA,NA,NA,0,"N","N",25
"BE",6592486,26369944,1,22,10,2010,53,"F",1,NA,3,NA,NA,"BE",2,53,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,5,"Y","N",15
"BE",6592504,26370016,1,25,10,2010,47,"F",1,NA,6,NA,NA,"BE",2,47,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,"BE","N",NA,2,NA,NA,NA,1,"Y","N",23
"BE",6632546,26530184,1,27,10,2010,43,"M",1,NA,5,NA,NA,"BE",2,43,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,3,"Y","N",22
"BE",6642915,26571660,1,28,10,2010,43,"M",1,NA,1,NA,NA,"BE",3,14,16,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,4,"Y","N",3
"BE",6695171,26780684,1,27,10,2010,67,"M",2,NA,3,NA,NA,"BE",2,67,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",5
"BE",6704736,26818944,1,13,11,2010,89,"M",2,NA,2,NA,NA,"BE",1,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,3,NA,NA,NA,6,"N","N",12
"BE",6731743,26926972,1,27,10,2010,63,"F",1,NA,5,NA,NA,"BE",3,38,64,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,NA,NA,NA,NA,3,"Y","N",12
"BE",6734505,26938020,1,24,10,2010,63,"M",2,NA,5,NA,NA,"BE",2,63,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,0,"N","N",7
"BE",6752318,27009272,1,6,11,2010,36,"M",1,NA,5,NA,NA,"BE",4,4,6,34,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,6,"N","Y",11
"BE",6759309,27037236,1,23,10,2010,69,"F",3,NA,3,NA,NA,"BE",2,69,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,6,"N","N",1
"BE",6760513,27042052,1,29,10,2010,26,"M",1,NA,5,NA,NA,"BE",4,26,29,53,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",50,NA,NA,NA,"BE","N",NA,2,NA,NA,NA,5,"Y","N",63
"BE",6761279,27045116,1,25,10,2010,46,"F",1,NA,3,NA,NA,"BE",4,46,16,18,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",12
"BE",6796492,27185968,3,23,10,2010,8,"F",5,NA,6,NA,NA,"BE",5,6,6,8,40,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,"Y",4,NA,"BE",NA,NA,1,NA,NA,NA,6,"N","N",17
"BE",6796651,27186604,1,25,10,2010,68,"F",2,NA,5,NA,NA,"BE",1,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,1,"Y","N",5
"BE",6818092,27272368,1,28,10,2010,48,"F",1,NA,3,NA,NA,"BE",3,49,48,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,4,"Y","N",11
"BE",6818542,27274168,1,21,10,2010,57,"F",1,NA,3,NA,NA,"BE",2,57,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",10
"BE",6818740,27274960,1,29,10,2010,58,"F",2,NA,6,NA,NA,"BE",2,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,5,"Y","N",2
"BE",6820378,27281512,1,16,11,2010,25,"F",1,NA,5,NA,NA,"BE",4,23,58,59,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",25,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","N",57
"BE",6840799,27363196,1,28,10,2010,61,"M",2,NA,6,NA,NA,"BE",2,57,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",3
"BE",6862280,27449120,1,25,10,2010,39,"F",3,NA,5,NA,NA,"BE",5,11,13,15,39,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",15,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,1,"Y","N",35
"BE",6864569,27458276,3,29,10,2010,11,"M",5,NA,6,NA,NA,"BE",4,11,13,42,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,"Y",4,NA,"BE",NA,NA,2,NA,NA,NA,5,"Y","N",8
"BE",6901629,27606516,1,27,11,2010,21,"F",5,NA,5,NA,NA,"BE",4,21,24,50,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",10,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,6,"N","N",30
"BE",6908246,27632984,1,24,10,2010,45,"F",6,NA,3,NA,NA,"OT",3,14,45,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"OT",NA,NA,1,NA,NA,NA,0,"N","N",2
"BE",6965578,27862312,1,24,10,2010,32,"M",1,NA,3,NA,NA,"BE",2,32,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",250,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,0,"N","N",260
"BE",6965675,27862700,1,25,10,2010,19,"M",5,NA,2,NA,NA,"BE",2,19,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",2
"BE",6965873,27863492,1,27,10,2010,61,"M",1,NA,6,NA,NA,"BE",1,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,3,"Y","N",17
"BE",6966340,27865360,1,27,10,2010,30,"F",1,NA,5,NA,NA,"BE",3,1,30,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",11
"BE",6966410,27865640,1,25,10,2010,68,"F",2,NA,1,NA,NA,"EU",1,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EU",NA,NA,NA,NA,NA,NA,1,"Y","N",15
"BE",6966829,27867316,1,21,10,2010,22,"F",4,NA,5,NA,NA,"BE",3,22,51,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",8
"BE",7015799,28063196,1,27,10,2010,30,"M",1,NA,5,NA,NA,"BE",5,30,35,33,68,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",27,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",38
"BE",7032876,28131504,1,25,10,2010,70,"M",2,NA,5,NA,NA,"BE",2,72,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",1
"BE",7067882,28271528,1,23,10,2010,86,"F",3,NA,4,NA,NA,"BE",1,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE","N",NA,NA,NA,NA,NA,6,"N","N",0
"BE",7069067,28276268,1,4,11,2010,40,"M",1,NA,5,NA,NA,"BE",4,40,39,14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","Y",15
"BE",7070376,28281504,1,28,11,2010,33,"M",1,NA,6,NA,NA,"BE",3,33,64,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","N",14
"BE",7087305,28349220,1,17,1,2011,34,"M",1,NA,5,NA,NA,"BE",5,0,15,17,43,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,1,"Y","N",9
"BE",7161366,28645464,1,23,10,2010,59,"M",1,NA,3,NA,NA,"BE",2,59,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",28,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,6,"N","N",42
"BE",7161837,28647348,1,24,10,2010,87,"M",2,NA,3,NA,NA,"BE",1,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","N",1
"BE",7161896,28647584,1,25,10,2010,49,"M",1,NA,3,NA,NA,"BE",5,49,49,19,16,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",15,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,1,"Y","N",40
"BE",7183937,28735748,3,27,10,2010,1,"M",6,NA,3,NA,NA,"BE",3,1,29,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",2,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",4
"BE",7191206,28764824,3,3,12,2010,10,"M",5,NA,5,NA,NA,"BE",4,10,12,14,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"Y",4,NA,"BE",NA,NA,2,NA,NA,NA,5,"Y","N",29
"BE",7245447,28981788,1,21,10,2010,79,"F",3,NA,3,NA,NA,"BE",1,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,4,"Y","N",6
"BE",7265939,29063756,1,23,10,2010,49,"F",1,NA,6,NA,NA,"BE",3,16,49,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,6,"N","N",10
"BE",7294229,29176916,2,26,10,2010,14,"F",5,NA,2,NA,NA,"BE",3,14,49,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","N",10
