"country","local_id","global_id","type","day","month","year","participant_age","participant_gender","participant_occupation","participant_occ_detail","participant_education","participant_edu_length","participant_school_year","participant_nationality","hh_size","hh_age_1","hh_age_2","hh_age_3","hh_age_4","hh_age_5","hh_age_6","hh_age_7","hh_age_8","hh_age_9","hh_age_10","hh_age_11","hh_age_12","hh_age_13","hh_age_14","hh_age_15","hh_age_16","hh_age_17","hh_age_18","hh_age_19","hh_age_20","class_size","work_contacts","work_contacts_nr","child_care","child_care_detail","child_relationship","child_nationality","problems","diary_how","diary_missed_unsp","diary_missed_skin","diary_missed_noskin","diary_weight","dayofweek","weekday","holiday","cnt_count"
"BE",798806,3195224,1,27,10,2010,43,"F",6,NA,6,NA,NA,"BE",2,44,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,3,NA,NA,NA,3,"Y","N",3
"BE",798895,3195580,1,17,11,2010,42,"F",1,NA,6,NA,NA,"BE",3,15,42,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,3,"Y","N",10
"BE",799900,3199600,3,15,11,2010,8,"M",5,NA,2,NA,NA,"BE",4,43,37,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,"Y",4,NA,"BE","N",NA,4,NA,NA,NA,1,"Y","N",37
"BE",801970,3207880,1,18,11,2010,45,"F",1,NA,5,NA,NA,"BE",4,52,45,22,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,4,"Y","N",16
"BE",802686,3210744,1,18,11,2010,47,"F",1,NA,2,NA,NA,"BE",1,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,4,"Y","N",18
"BE",802823,3211292,1,17,11,2010,39,"F",4,NA,5,NA,NA,"BE",1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",12
"BE",802832,3211328,1,29,10,2010,50,"M",1,NA,2,NA,NA,"BE",4,19,23,47,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,5,"Y","N",3
"BE",813637,3254548,1,1,11,2010,51,"F",1,NA,5,NA,NA,"BE",2,51,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",110,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,1,"Y","Y",120
"BE",814881,3259524,3,8,12,2010,11,"F",5,NA,5,NA,NA,"BE",4,9,11,41,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,"Y",4,NA,"BE",NA,NA,2,NA,NA,NA,3,"Y","N",36
"BE",826660,3306640,3,1,11,2010,7,"M",5,NA,5,NA,NA,"BE",5,40,38,12,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,"Y",4,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","Y",15
"BE",831234,3324936,3,24,10,2010,8,"F",5,NA,6,NA,NA,"BE",3,8,40,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,"Y",4,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","N",22
"BE",831518,3326072,2,23,10,2010,12,"F",5,NA,1,NA,NA,"BE",2,39,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,6,"N","N",8
"BE",832009,3328036,1,23,12,2010,39,"F",1,NA,5,NA,NA,"BE",3,39,38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,2,NA,NA,NA,4,"Y","N",23
"BE",834865,3339460,1,18,11,2010,29,"F",1,NA,5,NA,NA,"BE",4,27,29,53,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",10,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",15
"BE",837008,3348032,3,16,11,2010,3,"F",5,NA,3,NA,NA,"BE",6,3,3,13,15,37,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,"Y",3,NA,"BE",NA,NA,3,NA,NA,NA,2,"Y","N",13
"BE",837912,3351648,1,6,11,2010,44,"F",1,NA,5,NA,NA,"BE",3,18,20,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,6,"N","Y",28
"BE",841628,3366512,1,7,11,2010,52,"F",1,NA,5,NA,NA,"BE",3,23,52,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","Y",16
"BE",844285,3377140,3,28,11,2010,0,"M",3,NA,5,NA,NA,"BE",3,0,26,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","N",9
"BE",844699,3378796,1,5,11,2010,19,"F",5,NA,2,NA,NA,"BE",2,19,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,5,"Y","Y",10
"BE",845019,3380076,1,27,10,2010,49,"M",1,NA,6,NA,NA,"BE",4,23,25,48,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",10
"BE",845035,3380140,1,8,11,2010,77,"F",3,NA,4,NA,NA,"BE",2,79,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",3
"BE",850275,3401100,1,16,11,2010,33,"M",1,NA,3,NA,NA,"BE",3,35,33,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","N",37
"BE",851575,3406300,1,2,11,2010,45,"F",1,NA,6,NA,NA,"BE",5,9,15,21,53,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,NA,NA,NA,NA,2,"Y","Y",9
"BE",853727,3414908,1,30,10,2010,45,"F",1,NA,5,NA,NA,"BE",4,18,21,45,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,0,"N","Y",2
"BE",853919,3415676,1,16,11,2010,35,"M",1,NA,4,NA,NA,"BE",4,6,9,33,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","N",14
"BE",854253,3417012,2,28,10,2010,15,"M",5,NA,2,NA,NA,"BE",5,48,46,22,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",50,NA,NA,NA,"BE",NA,NA,NA,NA,NA,NA,4,"Y","N",74
"BE",856642,3426568,1,3,11,2010,71,"F",2,NA,2,NA,NA,"BE",6,71,67,40,10,8,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","Y",7
"BE",859753,3439012,1,8,11,2010,52,"M",1,NA,6,NA,NA,"BE",3,52,49,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,1,"Y","N",34
"BE",862923,3451692,1,8,11,2010,27,"F",1,NA,5,NA,NA,"BE",6,19,27,28,30,52,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",22
"BE",866483,3465932,1,1,11,2010,28,"M",1,NA,5,NA,NA,"BE",4,18,56,57,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","Y",3
"BE",866536,3466144,1,30,11,2010,68,"M",2,NA,5,NA,NA,"BE",3,64,67,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,2,"Y","N",1
"BE",868501,3474004,3,2,11,2010,11,"M",5,NA,3,NA,NA,"BE",5,38,37,11,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,"Y",4,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","Y",7
"BE",869204,3476816,1,7,11,2010,38,"M",1,NA,4,NA,NA,"BE",4,2,5,36,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,3,NA,NA,NA,0,"N","Y",10
"BE",869675,3478700,1,15,11,2010,24,"F",1,NA,5,NA,NA,"BE",2,24,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",50,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,1,"Y","N",68
"BE",871264,3485056,1,31,10,2010,76,"M",2,NA,3,NA,NA,"BE",1,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE","N",NA,4,NA,NA,NA,0,"N","Y",21
"BE",874422,3497688,1,4,11,2010,55,"M",1,NA,5,NA,NA,"BE",1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","Y",4
"BE",876164,3504656,1,15,11,2010,27,"F",5,NA,3,NA,NA,"BE",2,27,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",36,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,1,"Y","N",40
"BE",878600,3514400,1,5,11,2010,51,"F",3,NA,3,NA,NA,"BE",4,27,28,51,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",10,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,5,"Y","Y",18
"BE",878809,3515236,1,3,11,2010,58,"F",2,NA,3,NA,NA,"BE",2,62,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","Y",24
"BE",879982,3519928,2,29,10,2010,17,"M",5,NA,NA,NA,NA,"BE",6,21,24,26,52,66,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,NA,NA,NA,NA,5,"Y","N",64
"BE",881301,3525204,2,28,10,2010,14,"F",5,NA,2,NA,NA,"BE",4,14,16,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,3,NA,NA,NA,4,"Y","N",63
"BE",883085,3532340,1,8,11,2010,42,"F",1,NA,5,NA,NA,"BE",2,42,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",8
"BE",883511,3534044,1,1,11,2010,78,"M",2,NA,0,NA,NA,"BE",2,77,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","Y",3
"BE",884944,3539776,1,2,11,2010,47,"F",1,NA,4,NA,NA,"BE",3,47,23,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","Y",5
"BE",885323,3541292,1,8,11,2010,50,"F",3,NA,5,NA,NA,"BE",2,50,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",3
"BE",886395,3545580,1,29,10,2010,61,"F",3,NA,1,NA,NA,"BE",1,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,5,"Y","N",9
"BE",892394,3569576,1,26,10,2010,54,"F",3,NA,3,NA,NA,"BE",3,16,54,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","N",7
"BE",892572,3570288,1,21,10,2010,36,"F",1,NA,4,NA,NA,"BE",3,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",0
"BE",895396,3581584,1,15,11,2010,39,"F",1,NA,5,NA,NA,"BE",4,11,11,39,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",30,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,1,"Y","N",41
"BE",898358,3593432,1,4,11,2010,44,"F",1,NA,5,NA,NA,"BE",4,17,14,45,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","Y",4
"BE",899590,3598360,3,29,10,2010,1,"M",3,NA,4,NA,NA,"BE",5,1,9,11,32,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,"BE",NA,NA,4,NA,NA,NA,5,"Y","N",5
"BE",901352,3605408,1,18,11,2010,45,"M",1,NA,5,NA,NA,"BE",1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",2
"BE",901586,3606344,1,6,11,2010,19,"M",1,NA,2,NA,NA,"BE",4,19,22,52,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,6,"N","Y",16
"BE",902398,3609592,1,2,11,2010,51,"M",4,NA,4,NA,NA,"BE",1,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","Y",7
"BE",902660,3610640,1,5,11,2010,27,"M",1,NA,6,NA,NA,"BE",6,24,50,59,63,63,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",280,NA,NA,NA,"BE","N",NA,2,NA,NA,NA,5,"Y","Y",297
"BE",905077,3620308,1,8,11,2010,52,"F",1,NA,5,NA,NA,"BE",1,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",8
"BE",906618,3626472,1,1,11,2010,76,"M",2,NA,4,NA,NA,"BE",2,73,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,1,"Y","Y",13
"BE",907565,3630260,1,29,10,2010,52,"F",1,NA,3,NA,NA,"BE",2,52,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",10,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,5,"Y","N",18
"BE",909993,3639972,1,31,10,2010,78,"F",6,NA,3,NA,NA,"BE",2,78,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","Y",1
"BE",910862,3643448,3,23,11,2010,10,"M",5,NA,3,NA,NA,"BE",4,10,12,44,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,"Y",4,NA,"BE",NA,NA,3,NA,NA,NA,2,"Y","N",46
"BE",913997,3655988,3,9,11,2010,3,"M",5,NA,5,NA,NA,"BE",4,3,9,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,"Y",3,NA,"BE",NA,NA,4,NA,NA,NA,2,"Y","N",22
"BE",915270,3661080,1,9,11,2010,26,"F",1,NA,3,NA,NA,"BE",3,26,65,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,2,"Y","N",25
"BE",921579,3686316,1,2,11,2010,50,"F",1,NA,2,NA,NA,"BE",3,14,52,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",30,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,2,"Y","Y",52
"BE",926690,3706760,1,31,10,2010,66,"F",3,NA,1,NA,NA,"BE",2,66,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,0,"N","Y",8
"BE",930186,3720744,1,26,10,2010,64,"F",2,NA,3,NA,NA,"BE",1,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","N",8
"BE",930187,3720748,3,3,12,2010,2,"M",6,NA,5,NA,NA,"BE",5,2,10,10,37,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",2,NA,"BE","N",NA,2,NA,NA,NA,5,"Y","N",16
"BE",930308,3721232,1,26,10,2010,46,"M",1,NA,5,NA,NA,"BE",3,46,72,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",10,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,2,"Y","N",16
"BE",930356,3721424,1,25,10,2010,48,"F",1,NA,5,NA,NA,"BE",4,20,21,49,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",40,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,1,"Y","N",47
"BE",930901,3723604,1,29,10,2010,68,"F",2,NA,3,NA,NA,"BE",1,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,5,"Y","N",12
"BE",930964,3723856,3,26,10,2010,7,"F",5,NA,3,NA,NA,"BE",4,39,39,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,"Y",4,NA,"BE","N",NA,4,NA,NA,NA,2,"Y","N",44
"BE",931504,3726016,1,27,10,2010,68,"F",2,NA,3,NA,NA,"BE",2,68,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,3,NA,NA,NA,3,"Y","N",22
"BE",936337,3745348,1,2,12,2010,52,"F",1,NA,6,NA,NA,"BE",5,20,21,23,53,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,4,"Y","N",16
"BE",938549,3754196,1,17,11,2010,52,"F",1,NA,3,NA,NA,"BE",2,52,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,3,"Y","N",4
"BE",944692,3778768,3,5,11,2010,4,"F",5,NA,6,NA,NA,"BE",3,36,37,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,"Y",3,NA,"BE",NA,NA,1,NA,NA,NA,5,"Y","Y",17
"BE",944749,3778996,1,5,11,2010,53,"F",1,NA,6,NA,NA,"BE",2,53,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",10,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,5,"Y","Y",10
"BE",944990,3779960,1,5,11,2010,51,"F",1,NA,2,NA,NA,"BE",2,51,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",40,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,5,"Y","Y",48
"BE",945296,3781184,1,8,11,2010,35,"F",1,NA,6,NA,NA,"BE",4,9,13,35,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,1,"Y","N",31
"BE",945501,3782004,1,28,10,2010,51,"M",1,NA,4,NA,NA,"BE",3,21,45,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","N",11
"BE",946711,3786844,1,4,10,2010,63,"F",2,NA,2,NA,NA,"BE",4,63,36,36,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,4,"Y","N",5
"BE",952348,3809392,1,8,11,2010,60,"F",2,NA,3,NA,NA,"BE",2,60,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,4,NA,NA,NA,1,"Y","N",6
"BE",953000,3812000,3,28,10,2010,11,"M",5,NA,5,NA,NA,"BE",4,11,13,43,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,"Y",4,NA,"BE","N",NA,2,NA,NA,NA,4,"Y","N",31
"BE",959305,3837220,1,29,10,2010,52,"F",1,NA,5,NA,NA,"BE",4,18,20,52,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",20,NA,NA,NA,"BE",NA,NA,3,NA,NA,NA,5,"Y","N",56
"BE",962023,3848092,1,8,11,2010,49,"M",1,NA,3,NA,NA,"BE",5,16,12,21,48,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,2,NA,NA,NA,1,"Y","N",20
"BE",964077,3856308,1,23,12,2010,18,"F",5,NA,NA,NA,NA,"BE",4,18,20,47,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",7,NA,NA,NA,"BE","N",NA,2,NA,NA,NA,4,"Y","N",16
"BE",964389,3857556,1,3,11,2010,43,"F",5,NA,5,NA,NA,"BE",3,41,21,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,2,NA,NA,NA,3,"Y","Y",4
"BE",967582,3870328,1,28,11,2010,54,"F",1,NA,3,NA,NA,"BE",2,54,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,0,"N","N",9
"BE",968599,3874396,2,4,11,2010,14,"M",5,NA,1,NA,NA,"BE",4,14,17,40,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","Y",18
"BE",969754,3879016,3,15,11,2010,3,"M",5,NA,5,NA,NA,"BE",3,3,30,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,"Y",3,NA,"BE",NA,NA,2,NA,NA,NA,1,"Y","N",11
"BE",972028,3888112,2,4,11,2010,14,"F",5,NA,2,NA,NA,"BE",5,14,21,23,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,"BE","N",NA,1,NA,NA,NA,4,"Y","Y",16
"BE",975577,3902308,1,31,10,2010,64,"M",2,NA,5,NA,NA,"BE",2,64,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BE",NA,NA,1,NA,NA,NA,4,"Y","Y",3
"BE",979882,3919528,3,26,10,2010,1,"M",6,NA,5,NA,NA,"BE",4,1,2,31,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",2,NA,"BE",NA,NA,3,NA,NA,NA,2,"Y","N",23
